Age,Department,Study_Hours_Per_Week,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade
22,Business,5.5,70.55,52.57,71.68,77.04,40.7,60.8,58.5,64.36,D
24,Mathematics,1.8,96.22,80.64,70.24,70.11,85.54,51.9,61.6,72.8,B
23,Engineering,4.3,67.79,74.36,75.44,84.52,54.91,96.5,88.13,79.03,A
22,Mathematics,4.3,78.82,52.84,100.0,81.05,80.77,49.7,61.16,78.08,A
24,CS,4.7,55.53,69.79,60.58,58.6,61.46,60.0,73.68,65.86,D
18,Mathematics,8.2,82.8,62.67,66.13,60.89,76.38,58.3,41.56,67.05,D
19,CS,5.8,77.59,84.32,68.42,76.51,66.83,85.8,66.45,77.02,B
24,CS,0.1,100.0,51.25,89.66,84.33,53.36,45.4,61.11,68.5,C
24,CS,4.8,95.31,76.64,48.34,100.0,68.83,55.8,59.02,69.04,C
20,Mathematics,6.8,67.88,75.43,41.88,82.59,82.45,39.7,61.78,65.95,D
20,Business,3.1,88.66,73.75,68.33,75.09,34.75,100.0,84.66,71.74,C
24,Engineering,5.1,91.68,75.62,53.72,67.21,86.4,56.6,90.22,71.51,C
24,Engineering,7.4,88.81,57.23,56.07,77.79,85.55,72.1,76.46,71.32,C
23,Business,3.6,69.76,72.91,64.39,85.65,53.33,59.8,90.36,71.56,C
20,Business,5.7,99.97,37.55,35.56,67.58,60.31,77.5,100.0,57.96,F
19,Engineering,5.1,64.3,48.42,63.82,74.79,68.72,88.2,63.27,68.05,D
22,Engineering,4.8,99.95,26.7,72.8,92.29,62.04,82.6,57.1,66.7,D
18,CS,3.6,69.85,66.21,99.27,41.03,66.0,40.1,53.44,70.23,C
20,Business,4.1,87.44,58.57,74.33,89.75,53.18,68.4,78.14,72.16,C
24,Mathematics,8.1,69.64,71.46,64.95,74.09,66.17,67.9,90.25,74.68,B
18,Engineering,4.9,86.13,58.11,82.32,88.06,71.76,43.8,78.89,75.01,B
21,Business,3.2,98.3,90.49,72.35,70.34,62.99,57.8,61.23,73.31,B
20,Business,3.8,75.23,69.64,63.81,77.64,76.8,60.6,100.0,74.2,B
18,Business,4.9,91.1,81.0,62.97,62.38,83.08,72.5,88.89,75.5,B
23,Engineering,5.9,61.39,82.17,77.81,65.62,58.4,81.9,62.37,75.76,B
24,Business,3.3,84.64,93.62,62.75,83.79,64.17,66.9,64.09,74.49,B
19,CS,6.8,65.51,76.32,76.42,73.53,59.76,63.5,72.39,75.17,B
22,CS,2.7,81.8,19.32,44.09,91.98,78.51,73.3,82.5,59.59,F
21,CS,2.5,78.98,53.14,70.23,77.16,100.0,60.5,59.47,71.52,C
18,Engineering,4.7,88.56,75.08,100.0,66.27,91.31,70.9,65.13,84.61,A
18,Mathematics,6.4,90.39,66.93,80.42,68.45,81.81,80.1,59.02,77.16,A
22,Mathematics,7.3,69.94,84.57,37.69,47.17,69.78,60.9,85.91,64.09,D
21,Engineering,1.4,51.63,74.3,51.05,63.41,66.2,100.0,59.04,66.22,D
20,CS,3.0,91.27,93.27,48.49,65.52,81.16,65.6,64.4,69.7,C
24,Business,4.0,89.89,69.38,22.17,71.67,78.03,69.3,66.84,58.6,F
23,CS,5.6,80.39,71.68,72.26,61.4,73.71,47.5,68.23,70.65,C
22,Business,6.0,84.0,74.73,75.43,65.42,66.9,72.9,78.25,75.54,B
22,Engineering,7.2,74.52,58.08,60.15,92.22,77.91,94.5,48.08,73.04,B
19,CS,5.9,85.45,65.69,64.23,72.09,58.04,75.5,79.85,70.41,C
24,Business,6.2,70.23,64.04,71.99,75.51,50.9,82.2,67.26,71.41,C
20,Mathematics,3.8,66.66,60.04,67.92,84.15,58.19,91.0,97.81,74.52,B
21,CS,4.2,75.25,63.5,76.55,54.21,82.44,73.1,75.65,73.14,B
22,Engineering,4.2,92.91,55.16,84.72,62.53,61.9,84.6,77.1,73.38,B
23,CS,3.6,98.97,65.86,75.74,67.12,69.66,50.1,84.96,71.72,C
18,Mathematics,3.8,57.54,38.9,100.0,85.71,51.75,76.1,83.75,76.28,B
20,Business,6.3,52.41,80.09,49.45,87.03,75.08,100.0,57.03,74.02,B
21,Business,4.3,50.42,55.78,69.39,88.47,62.72,95.3,94.68,75.8,B
20,Engineering,3.4,67.33,69.45,84.5,68.54,84.12,52.4,90.26,78.1,A
24,Engineering,5.1,100.0,52.47,40.53,100.0,65.39,57.1,88.33,64.55,D
23,Business,6.4,81.17,29.52,76.58,97.71,72.14,56.1,81.11,71.28,C
20,Business,8.1,85.01,55.73,74.5,78.82,76.56,100.0,68.03,77.66,A
21,CS,4.7,86.33,78.94,77.8,86.19,74.36,73.4,56.28,78.53,A
18,Engineering,2.1,57.24,63.89,29.94,70.06,76.7,44.3,78.34,57.09,F
22,Engineering,7.1,70.21,73.59,94.49,87.35,72.78,40.9,65.33,81.26,A
22,CS,1.6,86.55,53.57,49.17,73.98,97.47,100.0,83.1,70.29,C
21,Engineering,0.2,80.21,77.31,61.5,61.14,62.57,55.4,100.0,68.11,D
21,Engineering,7.7,76.43,55.82,78.25,88.34,66.35,96.2,61.7,77.48,A
24,CS,3.4,84.9,81.29,67.84,70.58,69.57,93.0,67.81,75.41,B
20,Business,6.2,79.85,48.78,52.43,97.73,85.7,65.5,80.74,70.72,C
19,Business,3.4,86.75,67.63,53.55,70.01,64.28,80.1,76.79,67.12,D
19,Business,1.4,47.25,65.53,67.0,99.38,74.04,45.3,66.36,71.09,C
19,Engineering,4.9,78.09,71.64,64.3,70.17,90.85,92.2,59.5,75.39,B
19,Engineering,1.9,69.42,57.91,76.5,50.63,75.13,97.1,77.31,71.79,C
19,Business,6.8,90.02,100.0,67.34,43.69,75.36,49.4,79.17,74.32,B
21,Mathematics,3.5,87.81,97.7,48.61,92.69,63.29,72.8,62.8,72.83,B
24,CS,3.3,64.46,55.51,61.41,88.49,91.45,59.3,84.23,72.52,C
22,Engineering,1.8,89.15,73.08,53.15,61.53,58.19,56.1,81.81,63.21,F
23,Business,4.5,73.88,86.95,36.53,82.27,69.71,79.2,78.7,69.19,C
24,Business,5.9,76.45,70.3,54.22,93.44,91.58,100.0,79.99,79.03,A
23,CS,4.0,80.03,35.34,65.91,67.94,40.78,73.6,81.42,60.65,F
18,CS,4.3,68.85,71.55,46.55,62.46,69.84,68.2,52.57,62.35,F
19,Engineering,4.0,86.21,55.15,74.24,73.13,59.78,58.1,88.24,69.87,C
19,CS,4.5,100.0,72.57,55.04,54.48,72.65,32.8,51.79,60.8,F
21,Engineering,3.2,89.53,68.96,61.53,56.71,60.85,93.8,69.85,67.85,D
20,CS,5.2,71.03,73.01,66.7,87.95,43.6,66.1,99.1,73.46,B
24,CS,1.9,95.82,54.78,76.58,75.82,43.27,81.1,75.73,68.43,D
19,Business,4.9,80.58,52.98,69.27,81.16,78.61,79.0,68.93,72.59,C
18,Mathematics,6.1,65.53,63.64,41.53,66.73,89.46,67.2,92.29,67.61,D
18,Engineering,2.8,92.83,58.22,57.77,77.58,79.02,76.0,61.37,67.6,D
22,Business,3.1,81.37,66.17,55.93,85.05,68.81,72.7,94.32,71.34,C
19,Mathematics,5.5,57.0,56.46,68.27,64.27,71.34,91.7,41.91,68.23,D
22,Business,3.6,85.56,53.91,70.97,74.19,72.6,99.0,71.8,72.97,B
22,CS,4.6,70.19,69.51,77.94,100.0,71.93,56.7,82.42,79.29,A
23,Engineering,7.0,73.22,60.4,72.72,77.44,58.01,51.6,75.12,70.39,C
19,Engineering,2.4,83.47,96.61,56.7,84.41,98.83,50.6,73.6,77.44,A
22,Business,1.5,68.22,65.97,64.85,86.87,84.65,74.9,65.09,73.13,B
24,Engineering,0.8,78.68,98.14,57.29,81.42,77.35,60.1,74.57,74.5,B
23,Business,3.8,86.2,60.21,78.37,87.94,68.33,63.0,99.44,77.14,A
24,Business,2.1,94.0,88.27,76.13,88.72,71.94,43.3,64.95,76.47,B
24,Mathematics,3.0,68.06,69.71,64.12,62.02,86.7,66.2,78.29,71.44,C
19,Business,3.3,91.11,68.64,79.18,88.75,60.66,54.5,93.06,76.3,B
22,CS,6.4,89.86,66.94,40.12,46.72,63.04,45.6,73.28,56.98,F
19,Mathematics,5.1,95.24,57.45,69.94,69.25,67.13,100.0,100.0,75.48,B
23,CS,4.8,71.54,94.42,28.34,51.92,56.84,44.0,48.98,55.4,F
20,Engineering,7.3,79.37,91.62,86.24,92.13,67.14,91.4,90.69,89.95,A
23,Engineering,5.7,76.76,54.49,78.01,72.52,64.32,82.4,78.89,73.81,B
20,Engineering,3.5,78.59,93.99,51.95,61.93,76.92,100.0,95.64,76.52,B
22,Engineering,2.7,70.27,43.05,48.45,90.52,89.13,66.6,65.95,64.7,D
24,Business,3.9,75.73,58.56,67.07,62.05,40.35,66.0,77.66,63.51,D
22,CS,6.5,85.28,68.68,65.46,48.67,75.12,68.6,48.54,66.91,D
21,Business,5.9,71.68,62.37,59.37,90.84,78.4,54.5,51.7,69.24,C
18,Business,3.7,61.55,70.95,31.58,69.18,61.31,68.8,70.44,59.01,F
19,Engineering,3.5,88.71,77.8,75.61,82.53,85.81,45.7,77.49,77.56,A
21,Business,3.7,78.48,73.93,52.0,91.08,70.65,70.3,58.21,69.35,C
19,CS,4.0,80.28,45.81,18.5,88.65,80.34,81.0,97.64,59.92,F
20,Business,5.2,81.3,60.91,67.25,68.36,79.21,65.7,53.93,69.06,C
18,CS,5.4,93.97,62.31,79.36,61.09,78.29,94.2,90.69,78.37,A
19,Business,7.3,75.5,73.55,61.79,97.46,65.29,91.8,93.52,79.84,A
22,Business,6.8,89.97,64.38,51.64,92.74,90.51,77.8,88.58,75.89,B
20,Engineering,5.4,74.48,70.44,66.84,87.68,60.71,58.5,75.01,72.45,C
24,Business,3.1,94.57,44.73,47.39,83.06,75.27,31.4,75.07,59.11,F
22,CS,2.9,78.59,74.38,75.67,92.69,58.2,80.5,76.64,77.37,A
19,CS,1.8,64.89,73.36,80.22,71.75,89.56,64.0,86.94,78.93,A
19,Business,4.7,80.16,67.48,61.06,54.28,59.76,58.2,58.86,62.98,F
20,CS,3.4,84.06,75.07,45.59,66.6,71.47,100.0,71.97,68.3,D
18,Mathematics,5.1,59.49,50.92,50.9,72.81,89.03,52.4,55.38,63.06,F
22,Engineering,2.7,88.46,54.42,47.51,87.14,80.3,81.9,92.55,69.05,C
22,Business,3.6,86.7,64.59,66.58,71.95,59.43,53.7,67.82,66.55,D
18,Business,6.0,88.85,52.53,70.6,100.0,78.03,76.6,77.38,76.79,B
21,Engineering,4.9,69.36,80.31,64.57,64.58,71.98,72.8,72.93,72.94,B
19,Engineering,4.4,90.46,77.61,72.76,79.41,65.92,96.1,52.04,76.16,B
19,CS,4.5,76.61,57.26,85.37,56.85,81.19,60.1,86.38,74.67,B
22,Business,6.8,83.61,73.49,56.24,62.4,63.57,81.8,81.54,70.2,C
22,Mathematics,3.6,75.2,83.16,47.93,70.49,78.81,41.1,69.78,66.29,D
20,CS,0.0,82.66,46.67,56.94,65.29,67.0,75.7,74.69,61.3,F
18,Business,3.4,82.1,50.25,61.16,84.99,86.62,67.6,62.02,68.8,C
23,Business,6.3,75.72,84.45,62.56,84.14,68.91,40.2,88.4,74.63,B
22,CS,6.4,83.82,47.43,59.35,61.66,67.34,94.0,90.55,68.3,D
20,CS,3.7,72.38,70.28,69.46,85.21,66.22,89.9,85.59,77.01,B
22,Business,5.0,68.27,60.2,77.53,86.76,86.69,76.8,81.54,79.65,A
20,CS,4.6,72.53,55.31,55.22,96.49,73.52,47.4,81.67,68.34,D
23,Mathematics,7.4,81.27,64.18,52.91,62.49,76.0,52.1,79.67,66.36,D
22,Business,5.6,67.73,62.07,59.56,95.05,69.35,84.5,59.13,72.1,C
22,CS,3.9,74.36,58.29,43.12,65.45,64.54,28.8,67.22,55.64,F
24,Business,3.6,86.96,85.54,86.71,78.87,60.4,75.6,78.55,81.23,A
19,CS,5.1,83.75,100.0,83.57,61.7,75.64,88.2,82.68,85.31,A
23,Engineering,7.0,93.55,54.76,77.6,93.08,55.6,61.3,93.23,75.49,B
20,CS,3.0,71.9,85.09,58.4,92.66,68.79,88.6,60.17,75.13,B
22,Mathematics,0.8,62.55,55.27,61.01,81.39,53.3,57.1,47.41,60.41,F
23,Engineering,3.6,68.65,66.69,76.93,91.06,76.39,85.9,80.11,79.94,A
21,Engineering,2.8,88.97,44.62,75.19,61.68,57.89,57.2,83.11,64.85,D
24,CS,4.8,83.03,73.09,65.11,90.39,50.97,76.4,64.16,71.81,C
23,CS,2.3,94.34,57.47,36.76,53.84,70.91,71.7,96.29,59.18,F
21,Mathematics,6.6,79.48,51.18,74.18,70.65,79.8,47.5,65.52,69.66,C
24,Mathematics,3.6,74.14,49.34,44.42,73.35,57.75,36.2,83.68,56.65,F
22,Engineering,8.0,84.47,96.88,49.64,70.08,68.5,90.7,85.62,76.69,B
22,Engineering,3.9,93.73,82.39,14.23,80.24,62.49,95.3,78.24,61.46,F
19,CS,3.7,74.22,56.87,45.88,100.0,88.48,79.4,61.31,69.33,C
23,CS,1.4,89.03,83.19,74.23,71.06,69.72,75.2,71.47,75.39,B
18,Mathematics,5.9,89.86,81.95,37.88,75.08,38.11,73.7,50.55,60.11,F
19,Mathematics,5.1,92.32,56.41,76.17,64.71,64.34,69.1,73.49,70.3,C
19,CS,5.9,54.65,67.67,77.32,65.97,65.04,51.6,72.75,71.77,C
21,Engineering,3.9,89.4,65.12,37.18,86.61,49.17,54.4,87.74,60.71,F
21,Engineering,2.9,67.32,62.32,31.51,97.69,50.34,57.6,87.64,60.1,F
21,CS,6.3,67.37,63.18,52.98,68.88,68.96,100.0,54.15,67.77,D
18,CS,3.3,93.93,100.0,49.44,65.44,73.65,97.1,59.69,73.02,B
23,Business,6.3,91.58,83.22,60.58,74.77,67.24,65.3,97.67,75.57,B
24,Engineering,4.5,73.78,89.48,66.65,40.01,42.58,96.7,65.89,68.79,C
23,CS,4.4,72.37,30.35,68.47,94.61,56.53,75.5,46.06,63.64,D
19,CS,8.2,97.41,49.97,51.8,94.13,73.11,17.1,90.8,65.51,D
21,Business,7.0,87.03,54.46,67.93,69.37,68.32,65.3,69.41,68.9,C
23,Mathematics,1.2,80.09,67.91,68.37,57.83,65.91,79.9,67.48,67.99,D
21,Engineering,3.8,100.0,80.37,51.96,82.29,75.5,52.1,52.3,67.67,D
18,CS,8.0,78.83,70.47,69.71,63.58,74.23,65.2,54.93,71.69,C
18,Business,7.4,80.41,59.33,93.96,70.26,88.57,65.8,75.04,81.66,A
21,Mathematics,3.5,68.19,66.06,58.78,73.14,79.81,88.2,94.67,73.83,B
22,CS,1.4,78.29,56.94,84.0,97.35,67.53,61.3,80.01,76.15,B
23,Engineering,0.9,91.33,87.51,60.66,100.0,78.6,42.4,76.5,74.83,B
22,Engineering,3.9,93.86,64.8,56.69,86.41,66.08,100.0,82.57,73.05,B
23,Business,6.4,78.17,44.85,38.8,86.29,83.96,49.9,55.41,59.88,F
22,CS,2.1,73.62,80.32,97.41,100.0,48.63,92.4,84.41,86.31,A
24,Engineering,4.7,94.14,56.61,79.05,84.3,68.37,55.0,75.23,73.31,B
20,Mathematics,7.1,74.81,61.84,70.62,100.0,66.75,83.0,90.5,79.47,A
22,Business,2.6,68.32,43.72,54.66,72.22,63.94,68.6,76.1,61.34,F
24,Engineering,3.7,79.59,57.73,36.19,66.94,71.49,63.7,57.27,57.11,F
22,Engineering,2.6,80.78,71.72,74.44,66.66,48.2,68.8,70.38,69.12,C
21,CS,4.9,68.49,55.17,85.38,69.29,97.76,88.1,92.43,82.21,A
21,Mathematics,6.8,70.5,76.92,51.98,89.76,64.82,66.8,89.97,73.24,B
19,CS,4.4,87.53,58.26,45.84,87.7,72.3,98.2,88.43,70.27,C
19,Business,3.9,84.24,63.42,68.97,95.0,72.1,50.1,73.63,72.76,C
19,Mathematics,3.3,60.05,69.55,71.03,77.33,76.51,55.9,64.98,72.03,C
22,Business,2.7,100.0,66.97,55.03,58.25,58.02,87.2,87.58,66.17,D
23,CS,5.2,85.68,58.12,40.61,56.05,74.27,83.9,88.86,63.23,F
21,Business,5.5,65.47,56.81,78.82,91.82,77.63,38.2,97.92,76.79,B
18,Engineering,3.0,89.19,67.54,89.09,51.98,60.22,53.7,61.81,70.12,C
21,Business,5.7,83.67,79.13,67.98,79.13,87.4,72.1,73.13,78.57,A
19,Mathematics,2.9,65.91,68.03,68.02,85.14,53.04,29.0,76.63,66.75,D
18,Engineering,3.4,91.62,53.28,79.8,62.7,73.42,85.9,53.83,70.69,C
23,Engineering,7.0,84.85,52.97,47.65,64.27,63.43,100.0,68.81,64.42,D
20,CS,6.3,95.43,45.0,78.06,65.35,71.46,56.1,73.56,69.06,C
23,Engineering,8.3,69.34,63.77,67.58,51.98,76.68,87.3,84.5,73.66,B
23,Business,2.8,81.53,56.12,82.2,77.23,91.0,78.4,83.07,78.67,A
21,CS,7.9,85.25,77.76,62.26,72.31,56.92,95.8,80.79,75.22,B
22,Business,1.4,100.0,56.91,55.56,73.1,70.91,81.2,63.35,64.81,D
21,CS,7.2,84.58,56.75,59.22,75.71,84.96,72.4,70.83,71.14,C
24,Engineering,7.9,87.22,57.46,83.86,100.0,61.29,69.3,100.0,81.72,A
21,CS,4.7,78.23,74.48,85.39,70.22,94.21,80.8,58.04,81.41,A
22,Engineering,4.8,79.04,66.67,62.51,63.82,65.1,83.1,74.09,69.54,C
22,CS,2.8,80.27,82.51,49.34,92.47,51.82,92.1,75.16,71.07,C
23,Business,4.1,81.89,41.77,100.0,69.62,79.93,65.6,63.47,75.74,B
21,Engineering,6.7,74.26,48.02,65.51,61.48,90.92,67.9,55.02,67.76,D
18,CS,7.4,72.5,50.68,51.83,81.51,79.05,50.1,74.56,65.94,D
24,Business,3.7,89.47,60.05,36.67,75.46,68.18,66.1,85.09,61.53,F
22,Engineering,1.7,78.71,58.58,76.99,65.06,62.24,33.2,78.28,65.91,D
24,Engineering,3.2,66.25,58.63,88.02,64.61,68.56,68.8,64.7,73.06,B
21,Business,4.3,83.13,62.3,42.65,53.78,85.41,56.0,62.66,60.15,F
20,Business,5.6,96.67,59.23,61.44,86.54,100.0,77.0,77.03,76.46,B
23,Engineering,4.3,84.35,41.0,73.07,73.19,76.26,63.6,86.25,69.67,C
18,Business,8.2,70.73,52.52,77.58,69.82,63.2,57.1,64.53,69.99,C
20,CS,2.0,90.93,72.85,74.64,85.04,89.02,71.6,78.08,79.04,A
19,CS,2.5,74.78,90.33,65.23,79.14,74.06,100.0,56.27,77.49,A
24,Mathematics,2.0,92.11,58.14,47.75,97.23,91.99,76.8,81.64,71.18,C
20,Business,6.3,68.99,83.08,46.35,98.22,78.5,73.9,58.11,73.38,B
21,CS,2.3,54.94,55.9,95.9,82.59,75.62,98.7,74.89,82.19,A
21,Business,5.1,97.64,50.89,54.26,82.32,81.53,46.8,81.63,66.43,D
24,Business,6.2,98.14,59.0,53.95,72.66,83.44,82.3,54.6,68.19,D
18,CS,8.2,95.01,100.0,88.8,78.47,55.42,85.2,72.58,86.6,A
18,Business,2.7,77.77,67.21,58.51,89.8,70.62,70.5,56.51,69.11,C
18,Business,6.0,80.07,38.84,69.07,75.18,73.84,90.8,77.1,70.63,C
21,Business,1.5,80.2,49.05,52.15,64.81,64.94,33.0,74.07,56.37,F
24,CS,4.7,89.6,73.63,63.07,60.44,80.27,75.3,79.67,72.6,C
18,Engineering,2.2,80.68,63.36,68.65,89.52,86.3,100.0,96.91,80.43,A
23,Engineering,4.7,99.09,73.84,46.82,70.57,89.36,68.4,74.96,69.49,C
24,Business,3.7,90.3,81.76,53.25,54.22,90.47,93.8,86.95,73.96,B
20,Engineering,5.0,68.19,76.14,62.15,65.64,68.73,70.5,76.78,71.26,C
24,CS,3.7,86.46,66.22,56.59,49.51,38.74,38.1,83.61,57.48,F
20,Mathematics,3.5,75.47,67.54,33.54,66.56,90.34,83.2,92.39,66.41,D
23,CS,3.3,73.37,73.81,61.09,76.72,74.58,82.5,81.01,73.78,B
24,Business,3.9,78.77,50.83,63.26,81.48,69.79,98.2,72.32,70.84,C
23,CS,4.7,81.52,64.42,84.26,79.53,80.84,68.5,47.9,76.21,B
21,Engineering,4.2,61.97,53.93,73.14,58.18,48.4,74.9,40.32,62.34,F
20,CS,4.2,85.75,49.26,75.72,85.03,63.91,76.5,87.15,73.37,B
22,CS,4.3,70.36,53.22,53.64,73.71,71.94,71.1,68.76,64.72,D
19,CS,2.2,68.96,53.46,66.2,99.39,68.84,36.1,85.54,69.05,C
22,Business,2.7,67.24,50.99,66.43,61.71,72.2,53.1,64.88,63.36,D
24,Mathematics,4.8,81.04,60.21,78.57,43.6,81.85,53.5,78.85,70.07,C
21,Engineering,3.7,77.84,33.93,57.06,77.5,100.0,80.8,62.0,66.66,D
24,Mathematics,1.7,95.9,24.98,72.1,85.4,61.4,74.1,88.5,65.76,D
19,Mathematics,2.1,77.08,62.54,75.77,80.41,79.98,80.2,84.63,76.83,B
23,Engineering,7.6,87.26,51.88,100.0,78.36,70.75,73.3,73.07,81.18,A
18,CS,4.5,83.7,66.55,55.04,62.58,65.83,53.9,56.83,62.41,F
18,CS,5.8,86.41,27.47,54.39,60.74,72.15,54.8,52.19,55.34,F
19,Mathematics,5.9,81.98,67.53,100.0,59.12,64.49,59.7,84.22,79.39,A
22,CS,6.2,83.38,87.31,51.47,84.97,70.16,73.3,79.45,74.55,B
21,Business,4.8,73.25,61.95,52.71,81.92,69.94,87.8,66.58,68.82,C
21,Business,4.9,81.79,62.98,72.15,75.53,65.83,80.1,68.85,72.79,C
24,CS,3.4,73.03,42.16,91.65,61.18,72.12,78.1,77.98,73.23,B
22,Business,6.7,73.53,50.98,41.9,84.64,54.45,66.2,85.34,62.13,F
23,Mathematics,1.9,77.71,51.77,80.22,69.15,72.43,73.2,84.23,72.35,C
21,Business,2.3,86.62,79.01,59.4,55.23,54.9,78.1,100.0,69.1,C
19,Engineering,2.2,91.38,70.25,33.81,54.18,74.34,54.1,81.19,58.1,F
18,CS,3.3,87.73,83.78,85.59,77.96,52.48,100.0,75.96,81.24,A
19,CS,4.0,77.8,45.02,68.77,100.0,72.22,69.4,90.73,73.48,B
19,Mathematics,4.4,83.46,83.43,69.64,85.69,43.97,35.1,72.42,69.98,C
20,Business,4.6,94.9,87.69,72.6,92.5,64.41,87.0,63.44,80.2,A
23,CS,3.5,73.5,81.59,75.69,78.39,92.93,81.9,53.61,80.02,A
23,Business,7.2,73.48,70.55,54.47,63.73,45.7,62.6,72.95,64.02,D
22,CS,0.2,61.63,86.78,43.46,75.5,77.14,58.0,58.54,65.04,D
24,Mathematics,2.6,79.92,58.63,29.74,89.09,76.11,66.5,88.09,62.19,F
18,Engineering,3.0,90.31,81.73,70.13,77.07,82.83,55.0,58.64,74.23,B
21,Business,8.1,66.11,78.59,21.43,53.47,46.77,42.9,67.61,52.28,F
20,Business,5.7,77.24,53.43,40.32,65.87,85.55,57.3,69.31,61.01,F
21,Engineering,2.7,71.17,53.57,67.22,75.31,32.05,67.5,90.52,64.14,D
24,Business,5.0,78.55,70.43,82.08,82.68,100.0,63.9,88.14,83.82,A
24,Engineering,2.6,78.31,59.27,65.36,68.14,68.33,56.7,71.81,66.08,D
22,Business,5.7,80.66,66.42,57.02,82.52,51.85,96.7,100.0,73.07,B
20,CS,4.5,71.03,49.11,66.55,74.67,84.17,49.0,88.02,69.56,C
19,Engineering,6.9,66.31,73.9,25.74,69.57,40.94,52.9,82.27,56.05,F
21,CS,6.7,68.59,77.53,61.11,69.97,58.92,65.3,73.37,70.39,C
20,Business,4.2,100.0,87.67,43.8,62.87,56.29,45.2,71.81,62.35,F
24,CS,2.9,86.58,82.28,83.56,70.47,81.26,64.5,86.83,80.87,A
18,CS,4.8,94.63,79.29,57.2,81.79,97.46,31.1,90.83,74.5,B
19,CS,6.0,68.92,69.54,39.02,87.26,52.59,94.9,65.73,65.65,D
22,CS,1.3,86.67,58.56,72.53,74.55,64.94,63.1,83.67,69.72,C
18,CS,5.8,88.9,68.32,49.57,100.0,66.71,45.7,79.86,69.0,C
18,Engineering,4.4,85.67,69.27,51.95,57.29,62.01,29.9,69.21,59.44,F
19,CS,2.8,100.0,73.06,84.38,67.71,42.32,56.0,79.37,71.37,C
23,Business,3.4,74.92,61.72,51.52,82.19,65.4,90.6,69.59,67.66,D
20,CS,5.3,66.16,37.97,53.14,62.32,85.19,48.7,86.16,61.8,F
22,Mathematics,2.1,73.64,57.88,73.46,68.32,66.5,78.0,88.63,71.55,C
20,CS,4.7,77.02,68.14,77.05,63.95,70.91,51.3,50.52,69.5,C
23,CS,6.5,82.79,99.56,51.36,73.21,47.56,100.0,85.51,75.24,B
20,Business,3.9,79.61,78.56,80.45,83.74,75.9,67.8,79.04,80.43,A
19,Mathematics,3.2,96.54,67.63,75.76,84.21,85.55,100.0,75.67,80.88,A
21,CS,3.6,82.94,54.55,81.55,70.07,70.48,100.0,100.0,78.26,A
21,CS,7.0,100.0,59.64,79.44,76.58,58.56,80.9,91.96,76.82,B
22,Engineering,7.4,66.11,70.11,75.16,98.3,63.69,32.5,79.42,75.76,B
23,Business,3.7,81.35,71.13,47.42,80.15,69.6,97.0,87.74,71.24,C
24,Mathematics,7.2,59.63,100.0,69.24,76.47,64.28,80.3,50.22,78.54,A
21,Business,2.7,66.37,76.67,79.34,69.81,68.8,66.9,83.05,76.27,B
24,Mathematics,2.5,100.0,68.08,31.04,76.26,67.46,99.3,64.52,62.12,F
19,CS,5.4,79.06,61.19,66.37,39.19,73.58,50.7,81.46,64.98,D
19,CS,5.8,66.71,72.85,49.94,69.56,88.36,62.9,73.21,69.75,C
20,CS,4.6,87.63,49.31,31.07,59.18,79.84,71.9,96.76,59.2,F
22,Mathematics,4.5,95.49,92.07,69.21,77.25,69.26,90.7,65.86,79.06,A
24,CS,4.3,95.74,69.87,95.06,82.43,83.58,73.2,78.28,84.69,A
21,Business,2.9,95.73,60.31,48.31,48.5,62.17,60.0,88.6,59.47,F
20,CS,1.8,79.44,77.36,64.19,75.78,100.0,70.0,59.73,74.97,B
23,Business,5.5,82.53,70.18,46.38,78.32,73.86,75.4,73.31,68.4,D
20,Business,3.8,66.78,57.02,68.59,84.86,74.07,33.6,65.02,67.58,D
24,Engineering,2.1,87.51,53.34,55.26,86.92,81.16,63.8,49.38,64.83,D
21,Mathematics,1.6,96.14,71.38,79.85,79.26,77.63,60.2,62.33,74.82,B
19,Business,2.7,80.52,45.83,51.9,85.5,55.69,93.3,88.84,65.48,D
19,Engineering,2.8,94.81,60.57,63.94,93.67,41.79,49.6,71.51,65.13,D
24,CS,3.6,88.83,24.79,68.71,73.35,79.42,83.1,79.73,66.57,D
19,Business,7.6,67.46,75.92,53.74,71.75,71.22,49.7,91.68,70.69,C
19,CS,3.7,67.94,63.27,87.74,77.49,54.4,47.1,69.36,72.26,C
19,Business,4.8,72.26,64.5,44.22,81.99,79.17,92.2,85.22,70.48,C
24,CS,5.4,93.57,71.3,67.74,71.51,59.81,57.1,55.21,68.21,D
18,Business,6.2,81.49,63.88,57.81,72.35,78.13,57.5,82.01,69.74,C
20,Engineering,4.0,68.65,63.37,64.48,96.89,47.12,65.3,78.65,70.01,C
22,Business,2.4,81.0,69.32,90.05,68.92,87.96,55.7,78.87,79.07,A
24,CS,5.3,86.1,80.8,58.28,81.06,71.52,80.7,67.33,73.98,B
24,CS,2.9,76.73,71.98,64.18,87.1,67.44,90.0,70.57,74.34,B
20,Business,3.8,100.0,48.07,52.71,68.44,59.5,82.4,64.75,61.23,F
23,Business,2.9,90.9,52.04,36.9,87.69,79.02,58.5,99.72,63.76,D
23,Business,1.4,89.21,64.31,58.47,67.33,97.56,54.1,39.67,65.21,D
